arg_id,argument,topic,stance,sents,sents_with_scores,gt-kps,gt-cand-kps,aspects
arg_14_141,Guantanamo Bay is a symbol of Muslim discrimination.,We should close Guantanamo Bay detention camp,1,['Guantanamo Bay is a symbol of Muslim discrimination.'],"[('Guantanamo Bay is a symbol of Muslim discrimination.', 0.8729549050331116)]",['The Guantanamo bay detention camp is a symbol of discrimination/injustice'],['Guantanamo Bay is a symbol of Muslim discrimination.'],['muslim discrimination']
arg_14_142,guantanamo bay is an infringement on human rights,We should close Guantanamo Bay detention camp,1,['guantanamo bay is an infringement on human rights'],"[('guantanamo bay is an infringement on human rights', 0.922813892364502)]",['The Guantanamo bay detention camp personnel commit crimes against the prisoners'],['guantanamo bay is an infringement on human rights'],['infringement on human']
arg_14_143,guantanamo bay is an inhumane camp that is well hidden from international view and likely to not ensure a fair trial is had.,We should close Guantanamo Bay detention camp,1,['guantanamo bay is an inhumane camp that is well hidden from international view and likely to not ensure a fair trial is had.'],"[('guantanamo bay is an inhumane camp that is well hidden from international view and likely to not ensure a fair trial is had.', 0.9870705604553223)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo bay is an inhumane camp that is well hidden from international view and likely to not ensure a fair trial is had.'],"['view', 'hidden', 'fair trial', 'inhumane camp']"
arg_14_144,guantanamo bay is being used to torture and maim individuals without any real purpose.,We should close Guantanamo Bay detention camp,1,['guantanamo bay is being used to torture and maim individuals without any real purpose.'],"[('guantanamo bay is being used to torture and maim individuals without any real purpose.', 0.9459289908409119)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo bay is being used to torture and maim individuals without any real purpose.'],"['maim individuals', 'torture']"
arg_14_145,Guantanamo Bay is hardly used since 9/11 and is costing the government money.,We should close Guantanamo Bay detention camp,1,['Guantanamo Bay is hardly used since 9/11 and is costing the government money.'],"[('Guantanamo Bay is hardly used since 9/11 and is costing the government money.', 0.8514343500137329)]",['The Guantanamo bay detention camp is expensive'],['Guantanamo Bay is hardly used since 9/11 and is costing the government money.'],"['costing the government money', 'hardly used']"
arg_14_146,guantanamo bay is known for its unfair treatment of its prisoners and should be closed.,We should close Guantanamo Bay detention camp,1,['guantanamo bay is known for its unfair treatment of its prisoners and should be closed.'],"[('guantanamo bay is known for its unfair treatment of its prisoners and should be closed.', 0.9525091648101807)]",[],[],['unfair treatment']
arg_14_147,guantanamo bay is no longer needed and should be closed,We should close Guantanamo Bay detention camp,1,['guantanamo bay is no longer needed and should be closed'],"[('guantanamo bay is no longer needed and should be closed', 0.741470992565155)]",[],[],
arg_14_148,guantanamo bay is not fair to the cuban citizen.,We should close Guantanamo Bay detention camp,1,['guantanamo bay is not fair to the cuban citizen.'],"[('guantanamo bay is not fair to the cuban citizen.', 0.7575445771217346)]",[],[],"['citizen', 'fair']"
arg_14_149,guantanamo bay is outdated and barbaric,We should close Guantanamo Bay detention camp,1,['guantanamo bay is outdated and barbaric'],"[('guantanamo bay is outdated and barbaric', 0.9412720203399658)]",[],[],"['outdated', 'barbaric']"
arg_14_150,guantanamo bay is outdated and no longer effective,We should close Guantanamo Bay detention camp,1,['guantanamo bay is outdated and no longer effective'],"[('guantanamo bay is outdated and no longer effective', 0.9076705574989319)]",[],[],['outdated']
arg_14_151,guantanamo bay is outdated and not very useful,We should close Guantanamo Bay detention camp,1,['guantanamo bay is outdated and not very useful'],"[('guantanamo bay is outdated and not very useful', 0.8058558702468872)]",[],[],['outdated']
arg_14_152,guantanamo bay is outdated and shouldn't continue to isolate people in the way they do.,We should close Guantanamo Bay detention camp,1,"[""guantanamo bay is outdated and shouldn't continue to isolate people in the way they do.""]","[(""guantanamo bay is outdated and shouldn't continue to isolate people in the way they do."", 0.8988462090492249)]",[],[],"['isolate people', 'outdated']"
arg_14_153,guantanamo bay is simply a place for the united states to torture prisoners without having to answer to the law.,We should close Guantanamo Bay detention camp,1,['guantanamo bay is simply a place for the united states to torture prisoners without having to answer to the law.'],"[('guantanamo bay is simply a place for the united states to torture prisoners without having to answer to the law.', 0.9010618329048157)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo bay is simply a place for the united states to torture prisoners without having to answer to the law.'],"['united', 'torture prisoners']"
arg_14_154,"guantanamo bay is the site where many war crimes occurred such as torture and indefinite mention, many people were let go because of lack of evidence and it is a stain on our history.",We should close Guantanamo Bay detention camp,1,"['guantanamo bay is the site where many war crimes occurred such as torture and indefinite mention, many people were let go because of lack of evidence and it is a stain on our history.']","[('guantanamo bay is the site where many war crimes occurred such as torture and indefinite mention, many people were let go because of lack of evidence and it is a stain on our history.', 0.9327712655067444)]",['The Guantanamo bay detention camp personnel commit crimes against the prisoners'],"['guantanamo bay is the site where many war crimes occurred such as torture and indefinite mention, many people were let go because of lack of evidence and it is a stain on our history.']","['war crimes', 'lack of evidence', 'history', 'torture', 'stain']"
arg_14_155,guantanamo bay needs to be closed because it's not a safe place even for the criminals held within it or more especially for them.,We should close Guantanamo Bay detention camp,1,"[""guantanamo bay needs to be closed because it's not a safe place even for the criminals held within it or more especially for them.""]","[(""guantanamo bay needs to be closed because it's not a safe place even for the criminals held within it or more especially for them."", 0.9135523438453674)]",[],[],"['safe place', 'criminals']"
arg_14_156,guantanamo bay runs on a decree that allows it to hold prisoners without trial. this violates a basic fundamental right and almost certainly means there are prisoners held that are innocent,We should close Guantanamo Bay detention camp,1,"['guantanamo bay runs on a decree that allows it to hold prisoners without trial.', 'this violates a basic fundamental right and almost certainly means there are prisoners held that are innocent']","[('guantanamo bay runs on a decree that allows it to hold prisoners without trial.', 0.835407018661499), ('this violates a basic fundamental right and almost certainly means there are prisoners held that are innocent', 0.8722022771835327)]",['Detainees have the right to trial in US courts'],['guantanamo bay runs on a decree that allows it to hold prisoners without trial.'],"['prisoners held', 'hold prisoners without trial', 'basic fundamental right']"
arg_14_157,guantanamo bay serves no purpose aside from committing atrocious human rights violations in the name of protection. half the prisoners aren't even proven to be guilty. it's an embarrassment to democracy.,We should close Guantanamo Bay detention camp,1,"['guantanamo bay serves no purpose aside from committing atrocious human rights violations in the name of protection.', ""half the prisoners aren't even proven to be guilty.""]","[('guantanamo bay serves no purpose aside from committing atrocious human rights violations in the name of protection.', 0.9720619320869446), (""half the prisoners aren't even proven to be guilty."", 0.7930023670196533)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo bay serves no purpose aside from committing atrocious human rights violations in the name of protection.'],"['embarrassment to democracy', 'human rights violations', 'atrocious', 'protection', 'prisoners', 'proven to be guilty']"
arg_14_158,"guantanamo bay should be closed, it is barbaric in it's treatment of prisoners and only costs us tax payers more.",We should close Guantanamo Bay detention camp,1,"[""guantanamo bay should be closed, it is barbaric in it's treatment of prisoners and only costs us tax payers more.""]","[(""guantanamo bay should be closed, it is barbaric in it's treatment of prisoners and only costs us tax payers more."", 0.9720407128334045)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],"[""guantanamo bay should be closed, it is barbaric in it's treatment of prisoners and only costs us tax payers more.""]","['costs', 'tax payers', 'treatment of prisoners', 'barbaric']"
arg_14_159,guantanamo bay treats the prisoners barbarically; it must be closed down,We should close Guantanamo Bay detention camp,1,['guantanamo bay treats the prisoners barbarically; it must be closed down'],"[('guantanamo bay treats the prisoners barbarically; it must be closed down', 0.9400938749313354)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo bay treats the prisoners barbarically; it must be closed down'],"['barbarically', 'treats', 'prisoners']"
arg_14_160,Guantanamo Bay undemocratically burdens US citizens in terms of both liberties and finances,We should close Guantanamo Bay detention camp,1,['Guantanamo Bay undemocratically burdens US citizens in terms of both liberties and finances'],"[('Guantanamo Bay undemocratically burdens US citizens in terms of both liberties and finances', 0.9845812320709229)]",['The Guantanamo bay detention camp is expensive'],['Guantanamo Bay undemocratically burdens US citizens in terms of both liberties and finances'],"['liberties', 'undemocratically burdens us citizens']"
arg_14_161,guantanamo bay uses torture on it's prisoners which is cruel and inhumane.,We should close Guantanamo Bay detention camp,1,"[""guantanamo bay uses torture on it's prisoners which is cruel and inhumane.""]","[(""guantanamo bay uses torture on it's prisoners which is cruel and inhumane."", 0.9720459580421448)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","[""guantanamo bay uses torture on it's prisoners which is cruel and inhumane."", ""guantanamo bay uses torture on it's prisoners which is cruel and inhumane.""]","['cruel', 'inhumane', 'torture']"
arg_14_162,guantanamo bay violates many international treaties on the treatment of prisoners.,We should close Guantanamo Bay detention camp,1,['guantanamo bay violates many international treaties on the treatment of prisoners.'],"[('guantanamo bay violates many international treaties on the treatment of prisoners.', 0.9386508464813232)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo bay violates many international treaties on the treatment of prisoners.'],"['international treaties', 'treatment of prisoners']"
arg_14_163,guantanamo bay's history of torture and other constitutional violations is antithetical to american values.,We should close Guantanamo Bay detention camp,1,"[""guantanamo bay's history of torture and other constitutional violations is antithetical to american values.""]","[(""guantanamo bay's history of torture and other constitutional violations is antithetical to american values."", 0.9823275804519653)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],"[""guantanamo bay's history of torture and other constitutional violations is antithetical to american values.""]","['antithetical', 'constitutional violations', 'values', 'history', 'torture']"
arg_14_164,guantanamo bay's treatment of prisoners violates the geneva convention,We should close Guantanamo Bay detention camp,1,"[""guantanamo bay's treatment of prisoners violates the geneva convention""]","[(""guantanamo bay's treatment of prisoners violates the geneva convention"", 0.906182587146759)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","[""guantanamo bay's treatment of prisoners violates the geneva convention"", ""guantanamo bay's treatment of prisoners violates the geneva convention""]","['geneva', 'treatment of prisoners']"
arg_14_165,Guantanamo does not provide any security for America because it only detains about 100 people.,We should close Guantanamo Bay detention camp,1,['Guantanamo does not provide any security for America because it only detains about 100 people.'],"[('Guantanamo does not provide any security for America because it only detains about 100 people.', 0.8959419131278992)]",[],[],['security for america']
arg_14_166,"Guantanamo harms America's image abroad, making diplomacy more difficult.",We should close Guantanamo Bay detention camp,1,"[""Guantanamo harms America's image abroad, making diplomacy more difficult.""]","[(""Guantanamo harms America's image abroad, making diplomacy more difficult."", 0.9233241081237793)]",['The Guantanamo bay detention camp harms the US image/reputation/institutions'],"[""Guantanamo harms America's image abroad, making diplomacy more difficult.""]","[""harms america 's image"", 'difficult', 'diplomacy']"
arg_14_167,guantanamo has been a place for torture and needs to be shut down.,We should close Guantanamo Bay detention camp,1,['guantanamo has been a place for torture and needs to be shut down.'],"[('guantanamo has been a place for torture and needs to be shut down.', 0.899526834487915)]",['The Guantanamo bay detention camp personnel commit crimes against the prisoners'],['guantanamo has been a place for torture and needs to be shut down.'],['torture']
arg_14_168,"Guantanamo has destroyed the reputation of the USA as leader of the ""free world. "" Whatever little we gain from it just isn't worth it.",We should close Guantanamo Bay detention camp,1,"['Guantanamo has destroyed the reputation of the USA as leader of the ""free world. ""', ""Whatever little we gain from it just isn't worth it.""]","[('Guantanamo has destroyed the reputation of the USA as leader of the ""free world. ""', 0.8672863245010376), (""Whatever little we gain from it just isn't worth it."", 0.740329921245575)]",['The Guantanamo bay detention camp harms the US image/reputation/institutions'],"['Guantanamo has destroyed the reputation of the USA as leader of the ""free world. ""']","['reputation', '`` free world.', 'little', 'worth', 'destroyed']"
arg_14_169,guantanamo is a torture center and must be closed,We should close Guantanamo Bay detention camp,1,['guantanamo is a torture center and must be closed'],"[('guantanamo is a torture center and must be closed', 0.8805493712425232)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['guantanamo is a torture center and must be closed'],['torture center']
arg_14_170,"Guantanamo is cruel and dangerous, making it an unethical form of punishment.",We should close Guantanamo Bay detention camp,1,"['Guantanamo is cruel and dangerous, making it an unethical form of punishment.']","[('Guantanamo is cruel and dangerous, making it an unethical form of punishment.', 0.9705409407615662)]",[],[],"['punishment', 'cruel and dangerous', 'unethical form']"
arg_14_171,"Guantanamo is expensive, making it a theft from taxpayers for no real benefit.",We should close Guantanamo Bay detention camp,1,"['Guantanamo is expensive, making it a theft from taxpayers for no real benefit.']","[('Guantanamo is expensive, making it a theft from taxpayers for no real benefit.', 0.7953111529350281)]",['The Guantanamo bay detention camp is expensive'],"['Guantanamo is expensive, making it a theft from taxpayers for no real benefit.']","['expensive', 'theft from taxpayers']"
arg_14_172,"Guantanamo is unpopular, making it an undemocratic form of government policy.",We should close Guantanamo Bay detention camp,1,"['Guantanamo is unpopular, making it an undemocratic form of government policy.']","[('Guantanamo is unpopular, making it an undemocratic form of government policy.', 0.8808836340904236)]",[],[],"['government policy', 'unpopular', 'undemocratic form']"
arg_14_173,Guantanamo is used as a symbol which radicalizes potential terrorists into action.,We should close Guantanamo Bay detention camp,1,['Guantanamo is used as a symbol which radicalizes potential terrorists into action.'],"[('Guantanamo is used as a symbol which radicalizes potential terrorists into action.', 0.9029496908187866)]",[],[],"['radicalizes', 'potential terrorists']"
arg_14_174,"guantanamo should be closed, its a semi lawless operation thats a symbol of us oppression of immigrants suspected of criminal behavior. other more human detentions are available so it is no longer needed.",We should close Guantanamo Bay detention camp,1,"['guantanamo should be closed, its a semi lawless operation thats a symbol of us oppression of immigrants suspected of criminal behavior.', 'other more human detentions are available so it is no longer needed.']","[('guantanamo should be closed, its a semi lawless operation thats a symbol of us oppression of immigrants suspected of criminal behavior.', 0.9607535004615784), ('other more human detentions are available so it is no longer needed.', 0.6915349364280701)]",[],[],"['lawless', 'human detentions', 'criminal behavior', 'oppression of immigrants']"
arg_14_175,"Guantanamo uses torture, which is against international law.",We should close Guantanamo Bay detention camp,1,"['Guantanamo uses torture, which is against international law.']","[('Guantanamo uses torture, which is against international law.', 0.9110962748527527)]",['The Guantanamo bay detention camp personnel commit crimes against the prisoners'],"['Guantanamo uses torture, which is against international law.']","['international law', 'torture']"
arg_14_176,"Guantanamo, in arousing rage around the world, gets more people killed than it saves, if it even saves anybody.",We should close Guantanamo Bay detention camp,1,"['Guantanamo, in arousing rage around the world, gets more people killed than it saves, if it even saves anybody.']","[('Guantanamo, in arousing rage around the world, gets more people killed than it saves, if it even saves anybody.', 0.8430477380752563)]",[],[],"['saves', 'rage', 'people', 'saves anybody', 'killed']"
arg_14_177,guatanamo bay uses torture on its prisoners and should be closed.,We should close Guantanamo Bay detention camp,1,['guatanamo bay uses torture on its prisoners and should be closed.'],"[('guatanamo bay uses torture on its prisoners and should be closed.', 0.8043062090873718)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","['guatanamo bay uses torture on its prisoners and should be closed.', 'guatanamo bay uses torture on its prisoners and should be closed.']",['torture']
arg_14_178,human rights violations are never acceptable.,We should close Guantanamo Bay detention camp,1,['human rights violations are never acceptable.'],"[('human rights violations are never acceptable.', 0.8149217963218689)]",[],[],['human rights violations']
arg_14_179,i clearly support that they close that field since that would be the best way to solve problems in guantanamo bay,We should close Guantanamo Bay detention camp,1,[],[],[],[],['solve problems']
arg_14_180,"in no detention center should it be the case that detainees are held indefinitely without a trial, this contravenes all legal rights to a fair trial, innocent until proven guilty and due process",We should close Guantanamo Bay detention camp,1,"['in no detention center should it be the case that detainees are held indefinitely without a trial, this contravenes all legal rights to a fair trial, innocent until proven guilty and due process']","[('in no detention center should it be the case that detainees are held indefinitely without a trial, this contravenes all legal rights to a fair trial, innocent until proven guilty and due process', 0.8702552318572998)]",['Detainees have the right to trial in US courts'],"['in no detention center should it be the case that detainees are held indefinitely without a trial, this contravenes all legal rights to a fair trial, innocent until proven guilty and due process']","['innocent', 'legal rights', 'fair']"
arg_14_181,Indefinite detention and torture completely undermine the standards of decency and justice that make America a country worth working for.,We should close Guantanamo Bay detention camp,1,['Indefinite detention and torture completely undermine the standards of decency and justice that make America a country worth working for.'],"[('Indefinite detention and torture completely undermine the standards of decency and justice that make America a country worth working for.', 0.9646105170249939)]",[],[],"['decency and justice', 'standards', 'torture']"
arg_14_182,indefinite detention in guantanamo bay without putting detainees through the criminal justice process first is a violation of their human rights.,We should close Guantanamo Bay detention camp,1,['indefinite detention in guantanamo bay without putting detainees through the criminal justice process first is a violation of their human rights.'],"[('indefinite detention in guantanamo bay without putting detainees through the criminal justice process first is a violation of their human rights.', 0.9265468120574951)]",[],[],"['human rights', 'detention']"
arg_14_183,it does not hold many people & is not worth the money spent to keep it open,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp is expensive'],[[]],"['worth', 'money spent', 'hold many people']"
arg_14_184,it is a place of cruelty and is very inhumane.,We should close Guantanamo Bay detention camp,1,[],[],"['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'The Guantanamo bay detention camp is a symbol of discrimination/injustice']","[[], []]","['cruelty', 'inhumane']"
arg_14_185,It is illegal to detain prisoners indefinitely without bringing them to trial.,We should close Guantanamo Bay detention camp,1,[],[],['Detainees have the right to trial in US courts'],[[]],"['illegal', 'detain prisoners indefinitely']"
arg_14_186,it is inhumane and there is no oversight over how it is run.,We should close Guantanamo Bay detention camp,1,[],[],['unjust treatment/tactics are used in the Guantanamo bay detention camp'],[[]],"['oversight', 'inhumane']"
arg_14_187,it is not right to hold people indefinitely without a trial and due process,We should close Guantanamo Bay detention camp,1,[],[],['Detainees have the right to trial in US courts'],[[]],"['right to hold people indefinitely', 'trial']"
arg_14_188,"It is unethical to force government employees to work in Guantanamo, where they are forced to violate international policy.",We should close Guantanamo Bay detention camp,1,[],[],[],[],"['unethical', 'violate international policy']"
arg_14_189,it is unnecessary to spend so much money on maintaining the installations of guantanamo,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp is expensive'],[[]],"['money', 'unnecessary', 'spend']"
arg_14_190,it only exists to torture and indefinitely detain people without trial,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp personnel commit crimes against the prisoners'],[[]],"['detain people', 'indefinitely', 'torture']"
arg_14_191,it should be closed because it is too harsh and cruel to people there.,We should close Guantanamo Bay detention camp,1,[],[],[],[],"['cruel', 'harsh']"
arg_14_192,its continued existence beyond the boundaries of the law makes a mockery of american values and weakens our standing in the world,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp harms the US image/reputation/institutions'],[[]],"['american values', 'mockery', 'standing', 'weakens']"
arg_14_193,knowing that 95% of guantanamo bay prisoners are innocent is just a prove that guantanamo bay has to be closed at once.,We should close Guantanamo Bay detention camp,1,['knowing that 95% of guantanamo bay prisoners are innocent is just a prove that guantanamo bay has to be closed at once.'],"[('knowing that 95% of guantanamo bay prisoners are innocent is just a prove that guantanamo bay has to be closed at once.', 0.8351631760597229)]",[],[],['innocent']
arg_14_194,many prisoners have been tortured there and this goes against the human rights act and should be stopped.,We should close Guantanamo Bay detention camp,1,['many prisoners have been tortured there and this goes against the human rights act and should be stopped.'],"[('many prisoners have been tortured there and this goes against the human rights act and should be stopped.', 0.8944795727729797)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","['many prisoners have been tortured there and this goes against the human rights act and should be stopped.', 'many prisoners have been tortured there and this goes against the human rights act and should be stopped.']","['human rights act', 'tortured']"
arg_14_195,no one should be kept in the detection camp without the verdict of judge and proof of their guilt,We should close Guantanamo Bay detention camp,1,['no one should be kept in the detection camp without the verdict of judge and proof of their guilt'],"[('no one should be kept in the detection camp without the verdict of judge and proof of their guilt', 0.7722845077514648)]",['Detainees have the right to trial in US courts'],['no one should be kept in the detection camp without the verdict of judge and proof of their guilt'],"['proof', 'detection camp', 'verdict of judge']"
arg_14_196,not enough scrutiny of guantanamo bay is made available leading to possible abuses of power within the camp.,We should close Guantanamo Bay detention camp,1,['not enough scrutiny of guantanamo bay is made available leading to possible abuses of power within the camp.'],"[('not enough scrutiny of guantanamo bay is made available leading to possible abuses of power within the camp.', 0.9235377907752991)]",[],[],"['scrutiny', 'abuses of power']"
arg_14_197,potentially innocent individuals are being held here and subjected to conditions that are not humanely acceptable,We should close Guantanamo Bay detention camp,1,['potentially innocent individuals are being held here and subjected to conditions that are not humanely acceptable'],"[('potentially innocent individuals are being held here and subjected to conditions that are not humanely acceptable', 0.9135561585426331)]",[],[],"['innocent individuals', 'conditions', 'humanely']"
arg_14_198,"prisoners are being tortured and held without being given a fair trial, which is inhumane.",We should close Guantanamo Bay detention camp,1,"['prisoners are being tortured and held without being given a fair trial, which is inhumane.']","[('prisoners are being tortured and held without being given a fair trial, which is inhumane.', 0.9278900027275085)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],"['prisoners are being tortured and held without being given a fair trial, which is inhumane.']","['fair trial', 'tortured', 'inhumane']"
arg_14_199,prisoners are subjected to practices and conditions that are regarded as inhumane,We should close Guantanamo Bay detention camp,1,['prisoners are subjected to practices and conditions that are regarded as inhumane'],"[('prisoners are subjected to practices and conditions that are regarded as inhumane', 0.9410795569419861)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","['prisoners are subjected to practices and conditions that are regarded as inhumane', 'prisoners are subjected to practices and conditions that are regarded as inhumane']","['practices and conditions', 'inhumane']"
arg_14_200,prisoners are tortured beyond reasons there and it's a human right's violation,We should close Guantanamo Bay detention camp,1,"[""prisoners are tortured beyond reasons there and it's a human right's violation""]","[(""prisoners are tortured beyond reasons there and it's a human right's violation"", 0.8803550601005554)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],"[""prisoners are tortured beyond reasons there and it's a human right's violation""]","['', 'tortured', ""human right 's""]"
arg_14_201,prisoners have not had a trial and have been victims of human rights violations during their detention.,We should close Guantanamo Bay detention camp,1,['prisoners have not had a trial and have been victims of human rights violations during their detention.'],"[('prisoners have not had a trial and have been victims of human rights violations during their detention.', 0.9447782635688782)]","['Detainees have the right to trial in US courts', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","['prisoners have not had a trial and have been victims of human rights violations during their detention.', 'prisoners have not had a trial and have been victims of human rights violations during their detention.']",['human rights violations']
arg_14_202,prisoners held here are often tortured illegally.,We should close Guantanamo Bay detention camp,1,['prisoners held here are often tortured illegally.'],"[('prisoners held here are often tortured illegally.', 0.8809763193130493)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","['prisoners held here are often tortured illegally.', 'prisoners held here are often tortured illegally.']",['tortured illegally']
arg_14_203,quantanamo bay should be closed because it violates human rights,We should close Guantanamo Bay detention camp,1,['quantanamo bay should be closed because it violates human rights'],"[('quantanamo bay should be closed because it violates human rights', 0.8521799445152283)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['quantanamo bay should be closed because it violates human rights'],"['violates', 'human']"
arg_14_204,the camp at guantanamo bay should be closed because it is an extra judicial locality that can hold people indefinitely without due process and without regard to human rights.,We should close Guantanamo Bay detention camp,1,['the camp at guantanamo bay should be closed because it is an extra judicial locality that can hold people indefinitely without due process and without regard to human rights.'],"[('the camp at guantanamo bay should be closed because it is an extra judicial locality that can hold people indefinitely without due process and without regard to human rights.', 0.9354279637336731)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['the camp at guantanamo bay should be closed because it is an extra judicial locality that can hold people indefinitely without due process and without regard to human rights.'],"['due process', 'human rights', 'extra', 'locality']"
arg_14_205,"The detainees are treated unjustly, and their conditions are inhumane.",We should close Guantanamo Bay detention camp,1,"['The detainees are treated unjustly, and their conditions are inhumane.']","[('The detainees are treated unjustly, and their conditions are inhumane.', 0.9619833827018738)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],"['The detainees are treated unjustly, and their conditions are inhumane.']","['conditions', 'treated', 'inhumane', 'unjustly']"
arg_14_206,the detention camp is a stain on the honor of the usa.,We should close Guantanamo Bay detention camp,1,['the detention camp is a stain on the honor of the usa.'],"[('the detention camp is a stain on the honor of the usa.', 0.6227068901062012)]",['The Guantanamo bay detention camp harms the US image/reputation/institutions'],['the detention camp is a stain on the honor of the usa.'],"['', 'honor', 'stain']"
arg_14_207,The government does not need Guantanamo Bay anymore and should close it.,We should close Guantanamo Bay detention camp,1,['The government does not need Guantanamo Bay anymore and should close it.'],"[('The government does not need Guantanamo Bay anymore and should close it.', 0.681770920753479)]",[],[],['bay']
arg_14_208,the guantanamo bay detention camp treats its prisoners inhumanely; therefore it should be closed.,We should close Guantanamo Bay detention camp,1,['the guantanamo bay detention camp treats its prisoners inhumanely; therefore it should be closed.'],"[('the guantanamo bay detention camp treats its prisoners inhumanely; therefore it should be closed.', 0.9717495441436768)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['the guantanamo bay detention camp treats its prisoners inhumanely; therefore it should be closed.'],"['inhumanely', 'treats', 'prisoners']"
arg_14_209,the guantanomo bay camp should be closed as people are kept there without fair trials,We should close Guantanamo Bay detention camp,1,['the guantanomo bay camp should be closed as people are kept there without fair trials'],"[('the guantanomo bay camp should be closed as people are kept there without fair trials', 0.7910605072975159)]",['Detainees have the right to trial in US courts'],['the guantanomo bay camp should be closed as people are kept there without fair trials'],['fair']
arg_14_210,"the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.",We should close Guantanamo Bay detention camp,1,"['the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.']","[('the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.', 0.9836292862892151)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],"['the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.']","['basic quality of life', 'treatment', 'inhumane', 'horrific conditions']"
arg_14_211,the inhumane activities in guantanamo bay detention camp must come to an end.,We should close Guantanamo Bay detention camp,1,['the inhumane activities in guantanamo bay detention camp must come to an end.'],"[('the inhumane activities in guantanamo bay detention camp must come to an end.', 0.8397769331932068)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['the inhumane activities in guantanamo bay detention camp must come to an end.'],['inhumane activities']
arg_14_212,the need for guantanamo bay has come and gone. it's time to close down that house of torture and move on.,We should close Guantanamo Bay detention camp,1,['the need for guantanamo bay has come and gone.'],"[('the need for guantanamo bay has come and gone.', 0.7208547592163086)]",[],[],"['guantanamo bay', 'need', 'house of torture']"
arg_14_213,the practices used at guantanamo bay are inhumane. no person deserved to be tortured and abused. not only that the tax payers are footing the bill. instead of keeping prisoners contained we must exterminate.,We should close Guantanamo Bay detention camp,1,"['the practices used at guantanamo bay are inhumane.', 'no person deserved to be tortured and abused.', 'not only that the tax payers are footing the bill.', 'instead of keeping prisoners contained we must exterminate.']","[('the practices used at guantanamo bay are inhumane.', 0.8803362846374512), ('no person deserved to be tortured and abused.', 0.8315168619155884), ('not only that the tax payers are footing the bill.', 0.5638668537139893), ('instead of keeping prisoners contained we must exterminate.', 0.6186079978942871)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['the practices used at guantanamo bay are inhumane.'],"['exterminate', 'tortured and abused', 'footing the bill', 'inhumane', 'tax payers', 'deserved']"
